foundation_model,target_key,outcome_type,family,cancer_type,endpoint,model_id,resource_selection_basis,representation_specific_qualification,default_inference,redistribution_status,matched_task,representation_effect_threshold_crossing,matched_q2,matched_balanced_accuracy,matched_auroc,object_crossed_representation_threshold,resource_scope,complete_operationalization_of_representation_atlas
ProvGigaPath,continuousthorssonLUADMacrophage Regulation,continuous,thorsson,LUAD,Macrophage Regulation,ProvGigaPath__thorsson__LUAD__Macrophage_Regulation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.241871527564252,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUADNonsilent Mutation Rate,continuous,thorsson,LUAD,Nonsilent Mutation Rate,ProvGigaPath__thorsson__LUAD__Nonsilent_Mutation_Rate,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.242280316997871,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUADNumber of Segments,continuous,thorsson,LUAD,Number of Segments,ProvGigaPath__thorsson__LUAD__Number_of_Segments,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.240842293494648,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUADProliferation,continuous,thorsson,LUAD,Proliferation,ProvGigaPath__thorsson__LUAD__Proliferation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.409177558364479,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUADSNV Neoantigens,continuous,thorsson,LUAD,SNV Neoantigens,ProvGigaPath__thorsson__LUAD__SNV_Neoantigens,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.225587397728589,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUADSilent Mutation Rate,continuous,thorsson,LUAD,Silent Mutation Rate,ProvGigaPath__thorsson__LUAD__Silent_Mutation_Rate,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.210146649010183,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUADStromal Fraction,continuous,thorsson,LUAD,Stromal Fraction,ProvGigaPath__thorsson__LUAD__Stromal_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.251064244430835,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUADTCR Shannon,continuous,thorsson,LUAD,TCR Shannon,ProvGigaPath__thorsson__LUAD__TCR_Shannon,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.163779680220705,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUADTGF-beta Response,continuous,thorsson,LUAD,TGF-beta Response,ProvGigaPath__thorsson__LUAD__TGF-beta_Response,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.195884007619717,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUADTIL Regional Fraction,continuous,thorsson,LUAD,TIL Regional Fraction,ProvGigaPath__thorsson__LUAD__TIL_Regional_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.520897664794366,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUADTh2 Cells,continuous,thorsson,LUAD,Th2 Cells,ProvGigaPath__thorsson__LUAD__Th2_Cells,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.320527721217196,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUADWound Healing,continuous,thorsson,LUAD,Wound Healing,ProvGigaPath__thorsson__LUAD__Wound_Healing,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.332222774308704,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUSCLeukocyte Fraction,continuous,thorsson,LUSC,Leukocyte Fraction,ProvGigaPath__thorsson__LUSC__Leukocyte_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.160482791214488,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUSCLymphocyte Infiltration Signature Score,continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,ProvGigaPath__thorsson__LUSC__Lymphocyte_Infiltration_Signature_Score,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.250488261261795,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUSCProliferation,continuous,thorsson,LUSC,Proliferation,ProvGigaPath__thorsson__LUSC__Proliferation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.193800545262932,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUSCStromal Fraction,continuous,thorsson,LUSC,Stromal Fraction,ProvGigaPath__thorsson__LUSC__Stromal_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.247708807343812,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUSCT Cells CD8,continuous,thorsson,LUSC,T Cells CD8,ProvGigaPath__thorsson__LUSC__T_Cells_CD8,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.143968565924473,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUSCTGF-beta Response,continuous,thorsson,LUSC,TGF-beta Response,ProvGigaPath__thorsson__LUSC__TGF-beta_Response,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.245476909246411,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUSCTIL Regional Fraction,continuous,thorsson,LUSC,TIL Regional Fraction,ProvGigaPath__thorsson__LUSC__TIL_Regional_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.618456858962229,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUSCTh1 Cells,continuous,thorsson,LUSC,Th1 Cells,ProvGigaPath__thorsson__LUSC__Th1_Cells,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.115386321751829,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUSCTh2 Cells,continuous,thorsson,LUSC,Th2 Cells,ProvGigaPath__thorsson__LUSC__Th2_Cells,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0677201628790731,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonLUSCWound Healing,continuous,thorsson,LUSC,Wound Healing,ProvGigaPath__thorsson__LUSC__Wound_Healing,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.13483273106644,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonMESOLeukocyte Fraction,continuous,thorsson,MESO,Leukocyte Fraction,ProvGigaPath__thorsson__MESO__Leukocyte_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0257736973852233,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonMESOLymphocyte Infiltration Signature Score,continuous,thorsson,MESO,Lymphocyte Infiltration Signature Score,ProvGigaPath__thorsson__MESO__Lymphocyte_Infiltration_Signature_Score,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.0156640075323387,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonMESOMacrophage Regulation,continuous,thorsson,MESO,Macrophage Regulation,ProvGigaPath__thorsson__MESO__Macrophage_Regulation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.0892147326229347,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonOVStromal Fraction,continuous,thorsson,OV,Stromal Fraction,ProvGigaPath__thorsson__OV__Stromal_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0278881904595657,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonPCPGLeukocyte Fraction,continuous,thorsson,PCPG,Leukocyte Fraction,ProvGigaPath__thorsson__PCPG__Leukocyte_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0768355072077527,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonPCPGMacrophage Regulation,continuous,thorsson,PCPG,Macrophage Regulation,ProvGigaPath__thorsson__PCPG__Macrophage_Regulation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.10864648909979,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonPCPGStromal Fraction,continuous,thorsson,PCPG,Stromal Fraction,ProvGigaPath__thorsson__PCPG__Stromal_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.100090626811929,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonPCPGTGF-beta Response,continuous,thorsson,PCPG,TGF-beta Response,ProvGigaPath__thorsson__PCPG__TGF-beta_Response,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.264436365259037,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonPRADHomologous Recombination Defects,continuous,thorsson,PRAD,Homologous Recombination Defects,ProvGigaPath__thorsson__PRAD__Homologous_Recombination_Defects,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.149111493510735,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonPRADMacrophage Regulation,continuous,thorsson,PRAD,Macrophage Regulation,ProvGigaPath__thorsson__PRAD__Macrophage_Regulation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0782426783130472,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonPRADProliferation,continuous,thorsson,PRAD,Proliferation,ProvGigaPath__thorsson__PRAD__Proliferation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.229619308978389,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonPRADTIL Regional Fraction,continuous,thorsson,PRAD,TIL Regional Fraction,ProvGigaPath__thorsson__PRAD__TIL_Regional_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.270013531786413,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSARCHomologous Recombination Defects,continuous,thorsson,SARC,Homologous Recombination Defects,ProvGigaPath__thorsson__SARC__Homologous_Recombination_Defects,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.112702261828964,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSARCLeukocyte Fraction,continuous,thorsson,SARC,Leukocyte Fraction,ProvGigaPath__thorsson__SARC__Leukocyte_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.339881558999189,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSARCLymphocyte Infiltration Signature Score,continuous,thorsson,SARC,Lymphocyte Infiltration Signature Score,ProvGigaPath__thorsson__SARC__Lymphocyte_Infiltration_Signature_Score,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.350670802162901,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSARCMacrophage Regulation,continuous,thorsson,SARC,Macrophage Regulation,ProvGigaPath__thorsson__SARC__Macrophage_Regulation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.421274320489114,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSARCNumber of Segments,continuous,thorsson,SARC,Number of Segments,ProvGigaPath__thorsson__SARC__Number_of_Segments,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.183709262117168,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSARCProliferation,continuous,thorsson,SARC,Proliferation,ProvGigaPath__thorsson__SARC__Proliferation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.00473639551170602,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSARCStromal Fraction,continuous,thorsson,SARC,Stromal Fraction,ProvGigaPath__thorsson__SARC__Stromal_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.189267181612325,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSARCTCR Shannon,continuous,thorsson,SARC,TCR Shannon,ProvGigaPath__thorsson__SARC__TCR_Shannon,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.0097784503221876,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSARCTGF-beta Response,continuous,thorsson,SARC,TGF-beta Response,ProvGigaPath__thorsson__SARC__TGF-beta_Response,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.262425958188567,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSARCTh1 Cells,continuous,thorsson,SARC,Th1 Cells,ProvGigaPath__thorsson__SARC__Th1_Cells,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.155430233351515,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSARCTh2 Cells,continuous,thorsson,SARC,Th2 Cells,ProvGigaPath__thorsson__SARC__Th2_Cells,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.0245999374535333,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSARCWound Healing,continuous,thorsson,SARC,Wound Healing,ProvGigaPath__thorsson__SARC__Wound_Healing,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.152869677112437,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSKCMLeukocyte Fraction,continuous,thorsson,SKCM,Leukocyte Fraction,ProvGigaPath__thorsson__SKCM__Leukocyte_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.33920488634865,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSKCMLymphocyte Infiltration Signature Score,continuous,thorsson,SKCM,Lymphocyte Infiltration Signature Score,ProvGigaPath__thorsson__SKCM__Lymphocyte_Infiltration_Signature_Score,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.337407122180537,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSKCMMacrophage Regulation,continuous,thorsson,SKCM,Macrophage Regulation,ProvGigaPath__thorsson__SKCM__Macrophage_Regulation,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.313421149826368,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSKCMStromal Fraction,continuous,thorsson,SKCM,Stromal Fraction,ProvGigaPath__thorsson__SKCM__Stromal_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.273482705163976,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSKCMTCR Richness,continuous,thorsson,SKCM,TCR Richness,ProvGigaPath__thorsson__SKCM__TCR_Richness,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.248043069441645,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSKCMTCR Shannon,continuous,thorsson,SKCM,TCR Shannon,ProvGigaPath__thorsson__SKCM__TCR_Shannon,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.299741600452793,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSKCMTIL Regional Fraction,continuous,thorsson,SKCM,TIL Regional Fraction,ProvGigaPath__thorsson__SKCM__TIL_Regional_Fraction,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.571269303149159,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSKCMTh1 Cells,continuous,thorsson,SKCM,Th1 Cells,ProvGigaPath__thorsson__SKCM__Th1_Cells,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.232061440857301,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSTADAneuploidy Score,continuous,thorsson,STAD,Aneuploidy Score,ProvGigaPath__thorsson__STAD__Aneuploidy_Score,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.216055672932669,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSTADFraction Altered,continuous,thorsson,STAD,Fraction Altered,ProvGigaPath__thorsson__STAD__Fraction_Altered,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.292352237694198,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousthorssonSTADHomologous Recombination Defects,continuous,thorsson,STAD,Homologous Recombination Defects,ProvGigaPath__thorsson__STAD__Homologous_Recombination_Defects,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.150349125494571,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
