outcome_type,family,endpoint,source,definition_group,measurement_class,source_modality,direct_vs_inferred,derivation_algorithm,original_scale,transformation,expected_measurement_error,biological_interpretation,equivalence_caveat,source_reference,same_histology_modality
binary,driver_mutation,RUNX1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering RUNX1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,RXRA,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering RXRA variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,SCAF4,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SCAF4 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,SETD2,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SETD2 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,SF3B1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SF3B1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,SIN3A,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SIN3A variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,SMAD4,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SMAD4 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,SMARCA4,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SMARCA4 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,SMC1A,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SMC1A variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,SOS1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SOS1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,SOX17,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SOX17 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,SOX9,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SOX9 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,SPOP,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SPOP variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,SPTAN1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SPTAN1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,STAG2,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering STAG2 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,STK11,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering STK11 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,TAF1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering TAF1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,TBX3,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering TBX3 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,TCF7L2,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering TCF7L2 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,TGFBR2,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering TGFBR2 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,TP53,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering TP53 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,TSC1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering TSC1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,VHL,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering VHL variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,ZFHX3,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering ZFHX3 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,ZFP36L1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering ZFP36L1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,ZMYM2,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering ZMYM2 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,fusion,Any called fusion,Gao2018_TableS1,Any fusion call,directly observed genomic alteration,Tumour RNA sequencing,Sequence-supported alteration call; computationally called,Gao et al. final fusion call set; negatives are assigned only within the published study sample list,Binary 0/1,None,"Affected by RNA quality, expression and fusion-caller/filter sensitivity; no technical-replicate error estimate was supplied",Presence of at least one retained expressed gene fusion,"Research RNA-seq call, not a targeted clinical fusion assay",Gao et al. 2018 (10.1016/j.celrep.2018.03.050),FALSE
binary,fusion,Fusion pair: CCDC6--RET,Gao2018_TableS1,Recurrent fusion-pair call,directly observed genomic alteration,Tumour RNA sequencing,Sequence-supported alteration call; computationally called,Gao et al. final fusion call set; negatives are assigned only within the published study sample list,Binary 0/1,None,"Affected by RNA quality, expression and fusion-caller/filter sensitivity; no technical-replicate error estimate was supplied",Presence of CCDC6--RET,"Research RNA-seq call, not a targeted clinical fusion assay",Gao et al. 2018 (10.1016/j.celrep.2018.03.050),FALSE
binary,fusion,Fusion pair: TMPRSS2--ERG,Gao2018_TableS1,Recurrent fusion-pair call,directly observed genomic alteration,Tumour RNA sequencing,Sequence-supported alteration call; computationally called,Gao et al. final fusion call set; negatives are assigned only within the published study sample list,Binary 0/1,None,"Affected by RNA quality, expression and fusion-caller/filter sensitivity; no technical-replicate error estimate was supplied",Presence of TMPRSS2--ERG,"Research RNA-seq call, not a targeted clinical fusion assay",Gao et al. 2018 (10.1016/j.celrep.2018.03.050),FALSE
continuous,thorsson,TIL Regional Fraction,Thorsson2018_PanImmune_MS,H&E-derived TIL regional fraction,pathology-associated quantity,Digitised H&E whole-slide image,Computationally inferred from histology,Saltz et al. deep-learning TIL map; fraction of tissue 50×50-µm regions classified as TIL-positive,Percentage of analysed tissue regions,None; source value used as supplied,"Affected by tissue/ROI selection, image quality, classifier error and spatial sampling; no pathologist adjudication was performed here",Spatial fraction of H&E regions predicted to contain lymphocytes,Same-modality concordance target: predicting it from TITAN H&E representations is not cross-modal molecular prediction or a directly counted TIL assay,Saltz et al. 2018 (10.1016/j.celrep.2018.03.086); Thorsson et al. 2018,TRUE
continuous,aneuploidy,Amplified arm count,Taylor2018_TableS2,Arm-level aneuploidy burden,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative arm count,None; source value used as supplied,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Amplified arm count as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),FALSE
continuous,aneuploidy,Aneuploidy score,Taylor2018_TableS2,Arm-level aneuploidy burden,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative total arm-event score,None; source value used as supplied,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Aneuploidy score as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),FALSE
continuous,aneuploidy,Deleted arm count,Taylor2018_TableS2,Arm-level aneuploidy burden,sequencing-derived continuous burden,Allele-specific copy-number profiles,Computationally derived burden,Taylor et al. arm-level gain/loss scoring; continuous values are averaged across finite primary aliquots,Non-negative arm count,None; source value used as supplied,"Sensitive to purity, ploidy, segmentation and arm-event thresholds; no technical-replicate error estimate was supplied",Deleted arm count as a genome-wide copy-number burden,"Research computational burden, not a directly measured cell count",Taylor et al. 2018 (10.1016/j.ccell.2018.03.007),FALSE
continuous,fusion,Fusion burden,Gao2018_TableS1,Fusion burden,sequencing-derived continuous burden,Tumour RNA sequencing,Computational fusion calls collapsed to a count,Number of unique Gao et al. final-call-set fusions among covered samples; zero requires inclusion in the study sample list and no retained call,Non-negative unique-fusion count,Natural log of one plus the source value before modelling,"Affected by RNA quality, expression, caller/filter sensitivity and coverage; no technical-replicate error estimate was supplied",Number of retained expressed gene-fusion events,"Research RNA-seq call burden, not a targeted clinical fusion assay",Gao et al. 2018 (10.1016/j.celrep.2018.03.050),FALSE
continuous,microsatellite_instability,MANTIS score,cBioPortal_TCGA_PanCancer,MSI score,sequencing-derived continuous burden,Matched tumour-normal DNA sequencing,Computational MSI score/status,MANTIS repeat-instability score supplied by the TCGA PanCancer study,Non-negative algorithm score on its source scale,None; source value used as supplied,"Depends on normal matching, read depth, microsatellite coverage and algorithm thresholds; no technical-replicate error estimate was supplied",MANTIS score as evidence of repeat instability,"Research sequencing algorithm output; not equivalent to a certified PCR, IHC or clinical NGS MSI assay",Bonneville et al. 2017 (10.1200/PO.17.00073); cBioPortal TCGA PanCancer,FALSE
continuous,microsatellite_instability,MSIsensor score,cBioPortal_TCGA_PanCancer,MSI score,sequencing-derived continuous burden,Matched tumour-normal DNA sequencing,Computational MSI score/status,MSIsensor repeat-instability score supplied by the TCGA PanCancer study,Non-negative algorithm score on its source scale,None; source value used as supplied,"Depends on normal matching, read depth, microsatellite coverage and algorithm thresholds; no technical-replicate error estimate was supplied",MSIsensor score as evidence of repeat instability,"Research sequencing algorithm output; not equivalent to a certified PCR, IHC or clinical NGS MSI assay",Bonneville et al. 2017 (10.1200/PO.17.00073); cBioPortal TCGA PanCancer,FALSE
continuous,thorsson,BCR Evenness,Thorsson2018_PanImmune_MS,Immune-repertoire diversity,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,"BCR/TCR CDR3 reconstruction from RNA-seq followed by richness, Shannon or evenness calculation as supplied by Thorsson et al.","Index, approximately 0–1",None; source value used as supplied,Strongly dependent on RNA sequencing depth and abundance; unselected RNA-seq recovers only a subset of the repertoire,BCR Evenness of the reconstructed intratumour repertoire,Not equivalent to targeted BCR/TCR sequencing or direct lymphocyte counts,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,BCR Richness,Thorsson2018_PanImmune_MS,Immune-repertoire diversity,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,"BCR/TCR CDR3 reconstruction from RNA-seq followed by richness, Shannon or evenness calculation as supplied by Thorsson et al.",Non-negative reconstructed-clonotype count,None; source value used as supplied,Strongly dependent on RNA sequencing depth and abundance; unselected RNA-seq recovers only a subset of the repertoire,BCR Richness of the reconstructed intratumour repertoire,Not equivalent to targeted BCR/TCR sequencing or direct lymphocyte counts,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,BCR Shannon,Thorsson2018_PanImmune_MS,Immune-repertoire diversity,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,"BCR/TCR CDR3 reconstruction from RNA-seq followed by richness, Shannon or evenness calculation as supplied by Thorsson et al.",Non-negative Shannon diversity index,None; source value used as supplied,Strongly dependent on RNA sequencing depth and abundance; unselected RNA-seq recovers only a subset of the repertoire,BCR Shannon of the reconstructed intratumour repertoire,Not equivalent to targeted BCR/TCR sequencing or direct lymphocyte counts,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,Indel Neoantigens,Thorsson2018_PanImmune_MS,Predicted neoantigen burden,sequencing-derived continuous burden,"Somatic variants, HLA calls and tumour RNA sequencing",In-silico peptide–MHC prediction,Thorsson PanImmune neoantigen prediction workflow for SNVs or indels,Non-negative predicted-neoantigen count,Natural log of one plus the source value before modelling,"Inherits variant, HLA and expression-call error plus peptide-binding model uncertainty; predicted binding is not immunogenicity",Indel Neoantigens predicted from tumour molecular data,Not a directly measured T-cell response or validated neoantigen assay,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,Somatic mutation rate,sequencing-derived continuous burden,Tumour DNA sequencing,Derived mutation-rate burden,PanCancer silent or nonsilent somatic mutation rate compiled by Thorsson et al.,Non-negative source mutation rate,Natural log of one plus the source value before modelling,"Depends on tumour purity, sequencing coverage, callable territory and somatic variant calling",Nonsilent Mutation Rate as a genome-wide mutation burden,"Research burden estimate, not a platform-harmonised clinical TMB assay",Thorsson et al. 2018; TCGA MC3,FALSE
continuous,thorsson,SNV Neoantigens,Thorsson2018_PanImmune_MS,Predicted neoantigen burden,sequencing-derived continuous burden,"Somatic variants, HLA calls and tumour RNA sequencing",In-silico peptide–MHC prediction,Thorsson PanImmune neoantigen prediction workflow for SNVs or indels,Non-negative predicted-neoantigen count,Natural log of one plus the source value before modelling,"Inherits variant, HLA and expression-call error plus peptide-binding model uncertainty; predicted binding is not immunogenicity",SNV Neoantigens predicted from tumour molecular data,Not a directly measured T-cell response or validated neoantigen assay,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,Silent Mutation Rate,Thorsson2018_PanImmune_MS,Somatic mutation rate,sequencing-derived continuous burden,Tumour DNA sequencing,Derived mutation-rate burden,PanCancer silent or nonsilent somatic mutation rate compiled by Thorsson et al.,Non-negative source mutation rate,Natural log of one plus the source value before modelling,"Depends on tumour purity, sequencing coverage, callable territory and somatic variant calling",Silent Mutation Rate as a genome-wide mutation burden,"Research burden estimate, not a platform-harmonised clinical TMB assay",Thorsson et al. 2018; TCGA MC3,FALSE
continuous,thorsson,TCR Evenness,Thorsson2018_PanImmune_MS,Immune-repertoire diversity,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,"BCR/TCR CDR3 reconstruction from RNA-seq followed by richness, Shannon or evenness calculation as supplied by Thorsson et al.","Index, approximately 0–1",None; source value used as supplied,Strongly dependent on RNA sequencing depth and abundance; unselected RNA-seq recovers only a subset of the repertoire,TCR Evenness of the reconstructed intratumour repertoire,Not equivalent to targeted BCR/TCR sequencing or direct lymphocyte counts,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,TCR Richness,Thorsson2018_PanImmune_MS,Immune-repertoire diversity,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,"BCR/TCR CDR3 reconstruction from RNA-seq followed by richness, Shannon or evenness calculation as supplied by Thorsson et al.",Non-negative reconstructed-clonotype count,None; source value used as supplied,Strongly dependent on RNA sequencing depth and abundance; unselected RNA-seq recovers only a subset of the repertoire,TCR Richness of the reconstructed intratumour repertoire,Not equivalent to targeted BCR/TCR sequencing or direct lymphocyte counts,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,TCR Shannon,Thorsson2018_PanImmune_MS,Immune-repertoire diversity,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,"BCR/TCR CDR3 reconstruction from RNA-seq followed by richness, Shannon or evenness calculation as supplied by Thorsson et al.",Non-negative Shannon diversity index,None; source value used as supplied,Strongly dependent on RNA sequencing depth and abundance; unselected RNA-seq recovers only a subset of the repertoire,TCR Shannon of the reconstructed intratumour repertoire,Not equivalent to targeted BCR/TCR sequencing or direct lymphocyte counts,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
