target_id,outcome_type,family,subfamily,tumor_type,endpoint,source,measurement_class,source_modality,direct_vs_inferred,derivation_algorithm,original_scale,transformation,analysed_patients,positive,negative,embedding_cohort_patients,missing_patients,missing_percent,expected_measurement_error,biological_interpretation,equivalence_caveat,same_histology_modality,source_reference,definition_group
continuous::thorsson::UCS::IFN-gamma Response,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,IFN-gamma Response,Thorsson2018_PanImmune_MS,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,53,,,53,0,0,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",IFN-gamma Response transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),RNA-expression signature
continuous::thorsson::UCS::Leukocyte Fraction,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Leukocyte Fraction,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour DNA methylation array,Computationally inferred,PanCancer methylation mixture estimate of total leukocyte fraction,"Proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,Mixture estimate affected by tumour purity and methylation-reference mismatch; not a direct cell count,Estimated leukocyte proportion in the bulk tumour specimen,"Not equivalent to flow cytometry, IHC or a directly counted immune-cell assay",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),Methylation-derived leukocyte fraction
continuous::thorsson::UCS::Lymphocyte Infiltration Signature Score,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,53,,,53,0,0,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Lymphocyte Infiltration Signature Score transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),RNA-expression signature
continuous::thorsson::UCS::Macrophage Regulation,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Macrophage Regulation,Thorsson2018_PanImmune_MS,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,53,,,53,0,0,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Macrophage Regulation transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),RNA-expression signature
continuous::thorsson::UCS::Macrophages M0,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Macrophages M0,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of Macrophages M0,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::Macrophages M1,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Macrophages M1,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of Macrophages M1,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::Macrophages M2,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Macrophages M2,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of Macrophages M2,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::Mast Cells Activated,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Mast Cells Activated,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of Mast Cells Activated,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::Mast Cells Resting,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Mast Cells Resting,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of Mast Cells Resting,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::Monocytes,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Monocytes,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of Monocytes,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::NK Cells Activated,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,NK Cells Activated,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of NK Cells Activated,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::NK Cells Resting,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,NK Cells Resting,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of NK Cells Resting,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::Neutrophils,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Neutrophils,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of Neutrophils,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::Nonsilent Mutation Rate,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,sequencing-derived continuous burden,Tumour DNA sequencing,Derived mutation-rate burden,PanCancer silent or nonsilent somatic mutation rate compiled by Thorsson et al.,Non-negative source mutation rate,Natural log of one plus the source value before modelling,53,,,53,0,0,"Depends on tumour purity, sequencing coverage, callable territory and somatic variant calling",Nonsilent Mutation Rate as a genome-wide mutation burden,"Research burden estimate, not a platform-harmonised clinical TMB assay",FALSE,Thorsson et al. 2018; TCGA MC3,Somatic mutation rate
continuous::thorsson::UCS::Number of Segments,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Number of Segments,Thorsson2018_PanImmune_MS,composite genomic-context score,Somatic copy-number and/or variant profiles,Computationally derived,PanCancer genomic-context feature compiled by Thorsson et al.; exact source definition is retained in the PanImmune feature matrix,Non-negative source score/count,Natural log of one plus the source value before modelling,52,,,53,1,1.88679245283019,"Inherits purity, coverage, segmentation and source-algorithm uncertainty; no technical-replicate error estimate was supplied",Number of Segments as a tumour genomic-context feature,"Research computational score, not a direct laboratory measurement",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),Genomic-context score
continuous::thorsson::UCS::Plasma Cells,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Plasma Cells,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of Plasma Cells,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::Proliferation,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Proliferation,Thorsson2018_PanImmune_MS,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,53,,,53,0,0,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Proliferation transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),RNA-expression signature
continuous::thorsson::UCS::SNV Neoantigens,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,SNV Neoantigens,Thorsson2018_PanImmune_MS,sequencing-derived continuous burden,"Somatic variants, HLA calls and tumour RNA sequencing",In-silico peptide–MHC prediction,Thorsson PanImmune neoantigen prediction workflow for SNVs or indels,Non-negative predicted-neoantigen count,Natural log of one plus the source value before modelling,53,,,53,0,0,"Inherits variant, HLA and expression-call error plus peptide-binding model uncertainty; predicted binding is not immunogenicity",SNV Neoantigens predicted from tumour molecular data,Not a directly measured T-cell response or validated neoantigen assay,FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),Predicted neoantigen burden
continuous::thorsson::UCS::Silent Mutation Rate,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Silent Mutation Rate,Thorsson2018_PanImmune_MS,sequencing-derived continuous burden,Tumour DNA sequencing,Derived mutation-rate burden,PanCancer silent or nonsilent somatic mutation rate compiled by Thorsson et al.,Non-negative source mutation rate,Natural log of one plus the source value before modelling,53,,,53,0,0,"Depends on tumour purity, sequencing coverage, callable territory and somatic variant calling",Silent Mutation Rate as a genome-wide mutation burden,"Research burden estimate, not a platform-harmonised clinical TMB assay",FALSE,Thorsson et al. 2018; TCGA MC3,Somatic mutation rate
continuous::thorsson::UCS::T Cells CD4 Memory Activated,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells CD4 Memory Activated,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::T Cells CD4 Memory Resting,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells CD4 Memory Resting,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::T Cells CD4 Naive,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells CD4 Naive,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::T Cells CD8,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,T Cells CD8,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells CD8,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::T Cells Follicular Helper,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells Follicular Helper,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::T Cells Regulatory Tregs,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells Regulatory Tregs,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::T Cells gamma delta,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,T Cells gamma delta,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,53,,,53,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells gamma delta,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UCS::TCR Richness,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,TCR Richness,Thorsson2018_PanImmune_MS,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,"BCR/TCR CDR3 reconstruction from RNA-seq followed by richness, Shannon or evenness calculation as supplied by Thorsson et al.",Non-negative reconstructed-clonotype count,None; source value used as supplied,53,,,53,0,0,Strongly dependent on RNA sequencing depth and abundance; unselected RNA-seq recovers only a subset of the repertoire,TCR Richness of the reconstructed intratumour repertoire,Not equivalent to targeted BCR/TCR sequencing or direct lymphocyte counts,FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),Immune-repertoire diversity
continuous::thorsson::UCS::TGF-beta Response,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,TGF-beta Response,Thorsson2018_PanImmune_MS,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,53,,,53,0,0,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",TGF-beta Response transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),RNA-expression signature
continuous::thorsson::UCS::Th1 Cells,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Th1 Cells,Thorsson2018_PanImmune_MS,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,53,,,53,0,0,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Th1 Cells transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),RNA-expression signature
continuous::thorsson::UCS::Th17 Cells,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Th17 Cells,Thorsson2018_PanImmune_MS,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,53,,,53,0,0,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Th17 Cells transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),RNA-expression signature
continuous::thorsson::UCS::Th2 Cells,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Th2 Cells,Thorsson2018_PanImmune_MS,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,53,,,53,0,0,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Th2 Cells transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),RNA-expression signature
continuous::thorsson::UCS::Wound Healing,continuous,thorsson,immune_inflammatory_and_genomic_context,UCS,Wound Healing,Thorsson2018_PanImmune_MS,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,53,,,53,0,0,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Wound Healing transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),RNA-expression signature
continuous::thorsson::UVM::Aneuploidy Score,continuous,thorsson,immune_inflammatory_and_genomic_context,UVM,Aneuploidy Score,Thorsson2018_PanImmune_MS,composite genomic-context score,Somatic copy-number and/or variant profiles,Computationally derived,PanCancer genomic-context feature compiled by Thorsson et al.; exact source definition is retained in the PanImmune feature matrix,Non-negative source score/count,None; source value used as supplied,80,,,80,0,0,"Inherits purity, coverage, segmentation and source-algorithm uncertainty; no technical-replicate error estimate was supplied",Aneuploidy Score as a tumour genomic-context feature,"Research computational score, not a direct laboratory measurement",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),Genomic-context score
continuous::thorsson::UVM::B Cells Memory,continuous,thorsson,immune_inflammatory_and_genomic_context,UVM,B Cells Memory,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,80,,,80,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of B Cells Memory,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UVM::B Cells Naive,continuous,thorsson,immune_inflammatory_and_genomic_context,UVM,B Cells Naive,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,80,,,80,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of B Cells Naive,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UVM::CTA Score,continuous,thorsson,immune_inflammatory_and_genomic_context,UVM,CTA Score,Thorsson2018_PanImmune_MS,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,80,,,80,0,0,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",CTA Score transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),RNA-expression signature
continuous::thorsson::UVM::Dendritic Cells Activated,continuous,thorsson,immune_inflammatory_and_genomic_context,UVM,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,80,,,80,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of Dendritic Cells Activated,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UVM::Dendritic Cells Resting,continuous,thorsson,immune_inflammatory_and_genomic_context,UVM,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,80,,,80,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of Dendritic Cells Resting,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UVM::Eosinophils,continuous,thorsson,immune_inflammatory_and_genomic_context,UVM,Eosinophils,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,80,,,80,0,0,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of Eosinophils,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::UVM::Fraction Altered,continuous,thorsson,immune_inflammatory_and_genomic_context,UVM,Fraction Altered,Thorsson2018_PanImmune_MS,composite genomic-context score,Somatic copy-number and/or variant profiles,Computationally derived,PanCancer genomic-context feature compiled by Thorsson et al.; exact source definition is retained in the PanImmune feature matrix,"Proportion, approximately 0–1",None; source value used as supplied,80,,,80,0,0,"Inherits purity, coverage, segmentation and source-algorithm uncertainty; no technical-replicate error estimate was supplied",Fraction Altered as a tumour genomic-context feature,"Research computational score, not a direct laboratory measurement",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),Genomic-context score
continuous::thorsson::UVM::Homologous Recombination Defects,continuous,thorsson,immune_inflammatory_and_genomic_context,UVM,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,composite genomic-context score,Somatic copy-number and/or variant profiles,Computationally derived,PanCancer genomic-context feature compiled by Thorsson et al.; exact source definition is retained in the PanImmune feature matrix,Non-negative source score/count,None; source value used as supplied,80,,,80,0,0,"Inherits purity, coverage, segmentation and source-algorithm uncertainty; no technical-replicate error estimate was supplied",Homologous Recombination Defects as a tumour genomic-context feature,"Research computational score, not a direct laboratory measurement",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),Genomic-context score
